person_id,name,degree_centrality,pagerank,betweenness_centrality
P046,Adya Lala,0.3959731543624161,0.007109448045078083,0.004843881452513717
P064,Maya Seshadri,0.3959731543624161,0.006577635095017943,0.004616058131838656
P022,Rajata Reddy,0.38926174496644295,0.006162057261964755,0.00548380704597504
P110,Vincent Ratti,0.38926174496644295,0.007307473054526305,0.005448463875919443
P127,Diya Garde,0.38926174496644295,0.007054226571111439,0.005167158428136443
P129,Rachita Thakur,0.38926174496644295,0.007847970040969742,0.0048022657688100165
P040,Prisha Bora,0.38926174496644295,0.007497546492240083,0.004902394580289907
P037,Lakshit Dass,0.3825503355704698,0.006599793604878758,0.005753922090588208
P112,Quincy Chahal,0.3825503355704698,0.006750573424940145,0.004598034477338273
P049,Ansh D’Alia,0.3825503355704698,0.007107405931614178,0.004531830551898543
P067,Sachi Bhargava,0.3825503355704698,0.007056268636866734,0.004329234778604902
P111,Ojas Varty,0.3825503355704698,0.007816581036760976,0.005130014110992328
P138,Geetika Kade,0.3825503355704698,0.00601836627595829,0.004747543151959021
P121,Manbir Parekh,0.3825503355704698,0.00760343883507121,0.00481254070717155
P042,Nirja Madan,0.3825503355704698,0.006394704089065569,0.0042620840856340885
P002,Naveen Mital,0.3825503355704698,0.006450909813900543,0.004677547025402062
P021,Rachit Chana,0.37583892617449666,0.007255306953989253,0.0051183411715799675
P093,Gavin Kadakia,0.37583892617449666,0.005639812979359691,0.005355019908855542
P117,Faqid Rastogi,0.37583892617449666,0.008133064181470686,0.004528338850829459
P047,Kritika Mittal,0.37583892617449666,0.0075859814825384436,0.004918430957420768
P057,Anjali Merchant,0.37583892617449666,0.005817678839649236,0.004491867582596358
P054,Nimrat Rout,0.37583892617449666,0.007145101735486306,0.004342548266484611
P077,Lekha Kaur,0.37583892617449666,0.007056030522627785,0.0044397682070543695
P097,Dev Nagar,0.36912751677852346,0.005157388398656264,0.004610732054347966
P043,Tripti Trivedi,0.36912751677852346,0.007419577610098602,0.0039042577800361676
P045,Qarin Rau,0.36912751677852346,0.007223426931182299,0.005069806401451793
P048,Oeshi Bath,0.36912751677852346,0.007250921971025423,0.00427031238012195
P035,Qarin Prabhakar,0.36912751677852346,0.00724252933101684,0.00479075141123291
P058,Manthan Sahni,0.36912751677852346,0.008390771696319063,0.004186794469205095
P072,Bachittar Saran,0.36912751677852346,0.007899255049728571,0.004489302859831573
P044,Alka Singhal,0.36912751677852346,0.008144900315028564,0.004413474852908916
P125,Ria Atwal,0.36912751677852346,0.005724430775945336,0.004487733028157323
P095,Devika Dalal,0.36912751677852346,0.007170477738521323,0.0033828113458338797
P128,Sathvik Konda,0.36912751677852346,0.0065668650913902876,0.004208489520831181
P005,Balhaar Mannan,0.3624161073825503,0.008400403648773756,0.004243628744667024
P104,Ojas Shankar,0.3624161073825503,0.006629995971478282,0.00464532315529489
P108,Maanas Sem,0.3624161073825503,0.007038748143561597,0.0044273374233970665
P092,Kritika Kapur,0.3624161073825503,0.007655405187407008,0.003644359402165289
P071,Girik Kar,0.3624161073825503,0.006803946509350188,0.004160299905662492
P134,Jairaj Chada,0.3624161073825503,0.007278887545366093,0.0048751612952886055
P063,Mason Sekhon,0.3624161073825503,0.00683236361894982,0.004409003893259093
P032,Simon Wadhwa,0.3624161073825503,0.0062157866181490554,0.0045545799986763235
P075,Ekta Sandal,0.3624161073825503,0.006612917947027528,0.004541563307817492
P055,Kai Khatri,0.3624161073825503,0.006159731065111969,0.0041082237794447096
P027,Ekiya Sandhu,0.35570469798657717,0.00756958286643786,0.004067304851177047
P009,Veda Hari,0.35570469798657717,0.006687032675997052,0.0045826432456606515
P012,Yashoda Mahajan,0.35570469798657717,0.0072269230957389425,0.0040149360483078605
P034,Sanaya Prakash,0.35570469798657717,0.007014865497890512,0.003969506548225468
P103,Pushti More,0.35570469798657717,0.006736186707920566,0.004329659515499334
P139,Qasim Ratti,0.35570469798657717,0.007318242018932504,0.004284282656295055
P119,Pavani Vyas,0.35570469798657717,0.004699049883686977,0.004577388795464243
P023,Bhavini Ghosh,0.35570469798657717,0.0071083275180212286,0.004379444233665465
P107,Rayaan Choudhry,0.35570469798657717,0.007014285362118739,0.004825550769199903
P065,Yashoda Mane,0.348993288590604,0.007481946120080864,0.0038378062123704316
P086,Reyansh Sachdev,0.348993288590604,0.006303316569494838,0.0042299217418275544
P142,Arya Krish,0.348993288590604,0.007071308343964674,0.004266211595732514
P137,Bhavani Shukla,0.348993288590604,0.00588930769140025,0.004282444375521254
P100,Aarnav Nigam,0.348993288590604,0.006898036488187203,0.004103952769006228
P131,Nimrat Kuruvilla,0.348993288590604,0.005408549601904416,0.004947788469946444
P018,Fariq Bhagat,0.348993288590604,0.005451807538862676,0.004393232576778421
P008,Mohammed Dhar,0.348993288590604,0.005550866212514816,0.004322790941645294
P083,Amruta Koshy,0.348993288590604,0.006716429373821559,0.004233677291021431
P061,Yashoda Aurora,0.348993288590604,0.005485506070313263,0.004392106199647921
P145,Kavya Das,0.3422818791946309,0.007169546273121308,0.0043353056476024025
P091,Libni Chada,0.3422818791946309,0.005738923146514371,0.00412466168593868
P085,Ganga Ray,0.3422818791946309,0.005218711889964854,0.0041536930889859835
P006,Ridhi Rao,0.3422818791946309,0.005417119500766738,0.0044858311120222205
P140,Geetika Soman,0.3422818791946309,0.007023251380143756,0.003915454323685279
P051,Ryan Thakur,0.3422818791946309,0.006347382670215724,0.003934503387190164
P050,Nidra Goyal,0.33557046979865773,0.007153178773168453,0.004238236918156036
P059,Dev Pandya,0.33557046979865773,0.005736388078325972,0.004181564986021146
P141,Warda Patla,0.33557046979865773,0.006188026573175614,0.003937999993242131
P124,Oviya Aurora,0.33557046979865773,0.006048471393647328,0.003900424278359687
P118,Waida Anand,0.33557046979865773,0.006700397881707552,0.003986026432703284
P007,Anjali Mittal,0.32885906040268453,0.007155240802325726,0.0036238145569531164
P130,Charles Natt,0.32885906040268453,0.005024861981754831,0.0031481979613892366
P133,Forum Goda,0.32885906040268453,0.0060959373952892415,0.003017420230712089
P135,Vrishti Puri,0.32885906040268453,0.006486166809690553,0.003977145948509771
P132,Jhalak Master,0.32885906040268453,0.006230413154605096,0.003947121145471344
P123,Jeet Loke,0.32885906040268453,0.007445972470542764,0.003547772694033709
P113,Bishakha Vora,0.32885906040268453,0.006505008041929545,0.003569209238639391
P082,Leela Shetty,0.32885906040268453,0.006476795876077685,0.003437646903318837
P029,Tanmayi Mandal,0.32885906040268453,0.007288352781437928,0.004313617305661991
P039,Parth Kapadia,0.3221476510067114,0.0066051987541986415,0.0036737116919680008
P076,Gopal Chakraborty,0.3221476510067114,0.006135157074193936,0.0032625928546713544
P136,Arunima Chahal,0.3221476510067114,0.007196105234373173,0.002918094994005048
P115,Brijesh Mukhopadhyay,0.3221476510067114,0.006454448414310885,0.004497099226658458
P087,Liam Dash,0.3221476510067114,0.004936980915776188,0.00438366001988509
P004,Mahika Dey,0.31543624161073824,0.007198295867159343,0.0044354613210936065
P056,Yasti Mandal,0.31543624161073824,0.004282498948817334,0.0033576241965295973
P041,Madhav Kalita,0.31543624161073824,0.004723780020070209,0.003518492706698537
P150,Ira Sengupta,0.31543624161073824,0.005029817256529824,0.0034043508926518114
P030,Mitali Deo,0.31543624161073824,0.006187763500644629,0.003146363811372916
P033,Manan Saha,0.31543624161073824,0.005009186426155037,0.0035157331191248476
P080,Yochana Shan,0.31543624161073824,0.006503045345074771,0.003878695117286218
P069,Hardik Nagarajan,0.3087248322147651,0.0049277356116909955,0.0029899408399959838
P089,Qadim Vala,0.3087248322147651,0.005269858681579555,0.0032521270057383742
P120,Ekiya Venkatesh,0.3087248322147651,0.00555578361171154,0.0036520901080319378
P001,Charita Kurian,0.30201342281879195,0.005309472293889303,0.003539391437834259
P099,Ikshita Dass,0.30201342281879195,0.005109005799531847,0.0034180241156919425
P015,Timothy Dhar,0.30201342281879195,0.005318771530774556,0.0029195433212979792
P019,Gautam Srinivasan,0.2953020134228188,0.005957549917589498,0.002982999657585061
P062,Ekansh Merchant,0.2953020134228188,0.005083334021020204,0.002688722214443827
P068,Indira Som,0.2953020134228188,0.005934123625051831,0.0028176200142493004
P149,Tara Bahl,0.2953020134228188,0.00567558541194188,0.00326598692560111
P143,Niharika Setty,0.2885906040268456,0.006416477309963225,0.0032107601923280354
P016,Chandran Deshpande,0.28187919463087246,0.005827191429297925,0.0029478921255875075
P060,Frederick Walla,0.28187919463087246,0.004958891816630628,0.0028092175568576313
P105,Aryan Sahni,0.28187919463087246,0.0057270845205534375,0.003530436939881961
P013,Simon Bhatt,0.2751677852348993,0.0059094468986412695,0.0024174129671338863
P074,Yachana Kalla,0.26174496644295303,0.005231306517230647,0.002308806013496447
P066,Gaurang Pillai,0.2550335570469799,0.005031033854216566,0.002312279269279488
P070,Ubika Bhasin,0.2550335570469799,0.005663333252763888,0.0017868000346808685
P090,Abhiram Keer,0.2550335570469799,0.004740514947315401,0.002457896561701169
P094,Ria Prasad,0.2483221476510067,0.004867985020774622,0.002350757868240636
